date,O3,CO,NO2,SO2
2026-08-09,0.1217512269814809,,,-0.0001348072171063
2026-08-08,0.1208580864800347,0.02906893061267,,3.658033201266638e-05
2026-08-13,0.1165305179026391,0.0350962474264881,2.9278944986379847e-05,0.0004559555818559
2026-08-12,0.119825377398067,0.033233153902822,2.6621401351197463e-05,-8.094032616807251e-05
2026-08-11,0.1209854543209076,0.0347256327668825,2.68868611783546e-05,-0.000157141918559
2026-08-14,0.1182180285453796,0.0329499909447299,2.208307528018763e-05,0.0004249594172561
2026-03-08,0.1127594411373138,0.0323646486633353,3.630878106713154e-05,-6.147778185550123e-05
2026-03-09,0.1136651890145407,0.0312023930447666,2.774389435621237e-05,
2026-03-12,0.1146187673012415,0.0312899145815107,3.1577092815698255e-05,0.0004828809712004
2026-03-10,0.1144123069114155,0.0336694674359427,2.366380331187385e-05,-0.0001369775740098
2026-03-13,0.1144373161925209,,3.2453192660695e-05,0.0001116875797709
2026-03-15,0.1150994004474745,0.0289248462547274,1.7187772088315492e-05,0.0001398757929479
2026-03-11,,0.025931241735816,,
2026-03-14,0.1153837309943305,0.0261312315240502,,2.9237731359899045e-05
2026-06-13,0.1113356580336888,0.0234718619121445,,6.336695969366701e-05
2026-06-16,0.1150171554750866,0.027859160898342,,
2026-06-15,0.1135345792701078,0.0300187654793262,,8.421518577961251e-05
2026-06-19,0.1167865797877311,,1.9589534038762697e-05,-0.0001021138418276
2026-06-18,0.1173791276084052,0.0276749643186728,,7.996168089903221e-05
2026-06-14,0.1098490829269091,,2.71005130798585e-05,-3.3845739502927554e-05
2026-06-17,0.1160954099562433,0.0314309247769415,1.2768584160592302e-05,0.0001644395425483
2026-06-12,0.1113277541266547,0.0272292450356941,2.7948402021138463e-05,
2026-07-31,0.1198845656381713,,1.6186273083146967e-05,5.903118644710048e-05
2026-08-01,0.1200018790033128,0.0321621109864541,1.5660444374631435e-05,
2026-08-06,0.1208954809440506,0.0305509134195745,1.8497428282689027e-05,3.7151907068208655e-05
2026-07-30,0.1203443699412875,,,
